Key,ShortKey,Source,Row,Module,Field,Character,CN,EN,RU,ES,JP,KR,FR,DE,PT,TH,IN,VI
AvgRole_1155_RoleName,aqSY,avg角色_AvgRole_C.csv,163,AvgRole,Character Name,,艾瑞卡,Erica,Эрика,Erica,エリカ,에리카,Erica,Erica,Erica,Erica,Erica,Erica
AvgRole_1155_Sign,aqSZ,avg角色_AvgRole_C.csv,163,AvgRole,Signature (Communicator),,如有问题，请在通讯器发送“查询”。,"If you have any questions, send ""Query"" via the communicator.","Если у вас есть вопросы, пожалуйста, отправьте 《Запрос》 в коммуникатор.","Si tienes preguntas, envía ""consulta"" en el comunicador",問題があれば、通信機に「照会」を送信してください。,"문제가 있을 경우, 통신기에 ""문제 보고""를 입력해주세요.","Si tu as des questions, envoie ""interroger"" sur le communicateur",Bei Fragen sende „Abfrage“ an das Kommunikationsgerät,"Se tiver dúvidas, envie ""consulta"" no comunicador","หากมีปัญหา กรุณาส่งคำว่า ""ตรวจสอบ"" ในเครื่องสื่อสาร","Jika ada pertanyaan, silakan kirim ""permintaan"" di komunikator.","Nếu có vấn đề, vui lòng gửi ""kiểm tra"" qua máy liên lạc."
AvgRole_1156_RoleName,aqTb,avg角色_AvgRole_C.csv,164,AvgRole,Character Name,,卡茜亚,Casiah,Касии,Casiah,カシア,카시아,Casiah,Casiah,Casiah,คาเซีย,Casiah,Casiah
AvgRole_1156_Sign,aqTc,avg角色_AvgRole_C.csv,164,AvgRole,Signature (Communicator),,魔法嘉年华每日开演！,Magic Carnival daily performance!,Магический карнавал ежедневно начинает своё представление!,"¡Carnaval de magia, funciones diarias!",魔法カーニバル毎日開催！」,"매직 카니발, 매일 개최 중!",Carnaval magique quotidien !,"Magischer Karneval, täglich!","Carnaval Mágico, apresentações diárias!",งานคาร์นิวัลเวทมนตร์เปิดการแสดงทุกวัน！,Karnaval Sihir dimulai setiap hari!,Lễ hội Ma thuật mở màn hằng ngày!
AvgRole_1157_RoleName,aqTe,avg角色_AvgRole_C.csv,165,AvgRole,Character Name,,阿拉克涅,Arachne,Аракне,Arachne,アラクネ,아라크네,Arachne,Arachne,Aracne,อาราคเน่,Arakhne,Con Nhện
AvgRole_1158_RoleName,aqTh,avg角色_AvgRole_C.csv,166,AvgRole,Character Name,,纳各&耶伯,Nag & Yeb,Наге & Йебо,Nagoth & Yebor,ナゴ＆イエボ,나그&예브,Nag & Yeb,Nag & Jeb,Nag & Yeb,นาเก&เยเบอร์,Nag&Yeb,Nagak & Jep
AvgRole_1159_RoleName,aqTk,avg角色_AvgRole_C.csv,167,AvgRole,Character Name,,图鲁,Tulu,Тулу,Tulu,トゥルー,툴루,Tulu,Tulu,Tulu,ทูลู,Tulu,Tulu
AvgRole_1159_Sign,aqTl,avg角色_AvgRole_C.csv,167,AvgRole,Signature (Communicator),,无事勿扰。,Do Not Disturb.,Не беспокоить. ,No molestar,無事なら邪魔しないでください。,방해 금지.,Ne pas déranger,Nicht stören,Não perturbe,หากไม่มีเรื่องจำเป็น อย่ารบกวน,Jangan diganggu jika tidak ada keperluan.,Không có việc gì đừng quấy rầy.
AvgRole_1160_RoleName,aqTn,avg角色_AvgRole_C.csv,168,AvgRole,Character Name,,墨菲,Murphy,Мерфи,Murphy,マーフィー,머피,Murphy,Murphy,Murphy,เมอร์ฟี่,Murphy,Murphy
AvgRole_1160_Sign,aqTo,avg角色_AvgRole_C.csv,168,AvgRole,Signature (Communicator),,接受各种下午茶邀约，无小蛋糕免谈。,"Accept various afternoon tea invitations; no cupcakes, no deal.","Готов принять приглашение на чай, но только с маленькими тортиками.","Aceptar todas las invitaciones a la hora del té, sin pastelitos no hay trato",様々なアフタヌーンティの招待を受け入れるが、小さなケーキがないと話にならない。,"애프터눈 티 초대는 받지만, 케이크가 없다면 사양할게.","Accepter toutes les invitations au thé de l'après-midi, sans petits gâteaux, pas de discussion","Einladungen zum Nachmittagstee annehmen, ohne kleine Kuchen geht nichts","Aceitar convites para chá da tarde, sem bolinhos, sem acordo",รับคำเชิญน้ำชาตอนบ่ายทุกประเภท ถ้าไม่มีเค้กชิ้นเล็ก ก็คงไม่ต้องพูดถึงแล้ว,"Menerima berbagai undangan untuk minum teh sore hari, tanpa kue kecil tidak akan dipertimbangkan.","Chấp nhận các lời mời trà chiều, không có bánh ngọt nhỏ thì không chấp nhận."
AvgRole_1161_RoleName,aqTq,avg角色_AvgRole_C.csv,169,AvgRole,Character Name,,本源墨菲,Murphy: Fauxborn,Исток Морфиуса,Origen Murphy,本源インク,본원 머피,Genèse Murphy,Genesis Murphy,Gênesis Murphy,ต้นกำเนิดมอร์ฟี่,Genesis Murphy,Nguồn gốc Muphí
AvgRole_1162_RoleName,aqTt,avg角色_AvgRole_C.csv,170,AvgRole,Character Name,,法洛思,Faros,Фарос,Faros,ファルロス,파로스,Faros,Faros,Faróis,ฟารอส,Faros,Faros
AvgRole_1162_Sign,aqTu,avg角色_AvgRole_C.csv,170,AvgRole,Signature (Communicator),,愿故乡指引我。,May my home guide me.,Пусть родина направляет меня!,Que mi hogar me guíe,故郷が私を導いてくれますように。,고향이 나를 인도하기를.,Que mon foyer me guide,Möge die Heimat mich leiten,Que a minha terra natal me guie,ขอให้บ้านเกิดชี้นำทางฉัน。,Semoga Rumah membimbing saya.,Hy vọng quê hương sẽ dẫn lối cho tôi.
AvgRole_1163_RoleName,aqTw,avg角色_AvgRole_C.csv,171,AvgRole,Character Name,,凯刻斯,Caecus,Цэкус,Caecus,ケイケス,카이커스,Caecus,Caecus,Caecus,ซีคัส,Caecus,Caecus
AvgRole_1163_Sign,aqTx,avg角色_AvgRole_C.csv,171,AvgRole,Signature (Communicator),,一切都是血脉的考验。,Everything is a test of bloodlines.,Всё это испытание крови.,Todo es una prueba de la sangre,すべては血脈の試練である。,모든 것은 혈맥의 시험이야.,Tout est une épreuve de sang,Alles ist eine Prüfung des Blutes,Tudo é um teste de sangue,ทุกสิ่งล้วนเป็นบทพิสูจน์ของสายเลือด,Segalanya adalah ujian bagi garis keturunan.,Tất cả đều là bài kiểm tra của huyết mạch.
AvgRole_1164_RoleName,aqTz,avg角色_AvgRole_C.csv,172,AvgRole,Character Name,,凯刻斯,Caecus,Цэкус,Caecus,ケイケス,카이커스,Caecus,Caecus,Caecus,ซีคัส,Caecus,Caecus
AvgRole_1165_RoleName,aqTC,avg角色_AvgRole_C.csv,173,AvgRole,Character Name,,奥瑞塔,Aurita,Аурита,Aurita,オリッタ,오레타,Aurita,Aurita,Aurita,ออริตา,Aurita,Aurita
AvgRole_1165_Sign,aqTD,avg角色_AvgRole_C.csv,173,AvgRole,Signature (Communicator),,伙伴们快来找我玩！,"Friends, come play with me!","Партнёры, скорее приходите играть со мной!","¡Compañeros, vengan a jugar conmigo!",仲間たち、早く遊びに来て！,"친구들, 나랑 같이 놀자!","Les compagnons, venez jouer avec moi !","Gefährten, kommt und spielt mit mir!","Companheiros, venham brincar comigo!",เพื่อนๆ มาเล่นกับฉันเร็ว!,"Teman-teman, ayo cepat cari aku untuk bermain!",Các bạn hãy mau đến chơi với tôi!
AvgRole_1166_RoleName,aqTF,avg角色_AvgRole_C.csv,174,AvgRole,Character Name,,戈利亚,Goliath,Голиаф,Goliat,ゴリア,골리앗,Goliath,Goliath,Golias,ไจแอนท์,Goliath,Goliath
AvgRole_1166_Sign,aqTG,avg角色_AvgRole_C.csv,174,AvgRole,Signature (Communicator),,想来挑战我的腕力吗？,Care to challenge me to an arm-wrestling match?,Хочешь бросить вызов моей силе запястья?,¿Quieres desafiar mi fuerza?,私の腕力に挑戦する気ですか？,나랑 팔씨름해볼 사람?,Veux-tu défier ma force ?,Willst du meine Armmuskeln herausfordern?,Quer desafiar minha força?,สนใจมาลองดวลแรงแขนกับฉันไหม？,Mau mencoba menantang kekuatan pergelangan tangan saya?,Dám thử thách sức mạnh cổ tay của tôi không?
AvgRole_1167_RoleName,aqTI,avg角色_AvgRole_C.csv,175,AvgRole,Character Name,,弥利亚姆,Miryam,Мириам,Miria,ミリアム,미리암,Miryam,Miryam,Miryam,มิรียำ,Miryam,Miryam
AvgRole_1168_RoleName,aqTL,avg角色_AvgRole_C.csv,176,AvgRole,Character Name,,弥利亚姆,Miryam,Мириам,Miria,ミリアム,미리암,Miryam,Miryam,Miryam,มิรียำ,Miryam,Miryam
AvgRole_1168_Sign,aqTM,avg角色_AvgRole_C.csv,176,AvgRole,Signature (Communicator),,神国会庇佑它的子民。,The Divine Realm will protect its people.,Божественная страна будет защищать свой народ.,El reino de dios protegerá a su pueblo,神国はその民を守護する。,신국은 모든 백성을 지켜줄 것입니다.,Le royaume divin protège ses fidèles,Das Gottes Reich wird seine Gläubigen beschützen,O reino de Deus protegerá seu povo,สวรรค์จะคุ้มครองประชากรของมัน。,Ranah dewa akan melindungi umatnya.,Thần quốc sẽ che chở cho thần dân của nó.
AvgRole_1169_RoleName,aqTO,avg角色_AvgRole_C.csv,177,AvgRole,Character Name,,珊,Sanga,Санга,Sanga,シアン,산,Sanga,Sanga,Sanga,ส่งกา,Sanga,Sanga
AvgRole_1169_Sign,aqTP,avg角色_AvgRole_C.csv,177,AvgRole,Signature (Communicator),,我们都是待成的雕塑。,We are all sculptures yet to be completed.,Мы все являемся скульптурами.,Todos somos esculturas en espera,私たちはすべて完成を待っている彫刻です。,우리는 아직 완성되지 못한 조각일 뿐이야.,Nous sommes tous des sculptures en devenir,Wir sind unfertige Skulpturen,Todos somos esculturas inacabadas,เราทุกคนคือรูปปั้นที่รอการสร้างเสร็จ.,Kami semua adalah patung yang belum selesai.,Chúng ta đều là những tác phẩm điêu khắc.
AvgRole_1170_RoleName,aqTR,avg角色_AvgRole_C.csv,178,AvgRole,Character Name,,希莱斯特,Celeste,Селеcте,Celeste,シレスタ,셀레스트,Céleste,Celeste,Celeste,เซเลสเต,Celeste,Celeste
AvgRole_1170_Sign,aqTS,avg角色_AvgRole_C.csv,178,AvgRole,Signature (Communicator),,请向我许愿吧。,Make a wish to me.,"Пожалуйста, загадай желание.",Pide un deseo,願いを叶えてください。,저에게 소원을 빌어보세요.,Faites un vœu,Wünsch dir was von mir,Faça um desejo para mim,กรุณาขอพรจากฉันเถอะค่ะ,Silakan berdoa padaku.,Hãy ước nguyện cùng tôi nhé.
AvgRole_1171_RoleName,aqTU,avg角色_AvgRole_C.csv,179,AvgRole,Character Name,,克珀珊特,Corposant,Копершант,#N/A,クペサンテ,코퍼산트,#N/A,#N/A,#N/A,เค่อร์ปซาน,Kepersanga,Copper Sơn
AvgRole_1171_Sign,aqTV,avg角色_AvgRole_C.csv,179,AvgRole,Signature (Communicator),,领航员克珀珊特，时刻待命。,"Navigator Corposant, standing by at all times.",Навигатор Коперсант всегда в ожидании.,#N/A,航海士クポサント、常に待機中です。,"항해사 코퍼산트, 항시 대기 중입니다.",#N/A,#N/A,#N/A,ผู้บังคับการ คอปเปอร์แซนต์ พร้อมเสมอ,"Navigator Kopersepertak, selalu siap.","Người dẫn đường Koperchant, luôn trong tư thế sẵn sàng."
AvgRole_1178_RoleName,aqUp,avg角色_AvgRole_C.csv,186,AvgRole,Character Name,,？？？,???,#N/A,#N/A,#N/A,???,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
AvgRole_1179_RoleName,aqUs,avg角色_AvgRole_C.csv,187,AvgRole,Character Name,,汉娜,Hannah,Ханна,Hannah,ハンナ,한나,Hannah,Hannah,Hannah,ฮันนา,Hanna,Hannah
AvgRole_1179_Tittle,aqUu,avg角色_AvgRole_C.csv,187,AvgRole,Character Title,,弥萨格大学日报主编,Mythag University Daily Editor,Главред университетской газеты Мисага,Editor en jefe del Diario de la Universidad de Mitag,ミサグ大学日報主编,미사그 대학일보 편집장,Rédacteur en chef du journal de l'université de Mythag,Chefredakteur der Mythag Universität Tageszeitung,Editor-chefe do jornal da Universidade de Mythag,บรรณาธิการหนังสือพิมพ์มหาวิทยาลัยมิซากะ,Pemimpin Redaksi Harian Universitas Mythag,Chủ biên Đại học Misag
AvgRole_1180_RoleName,aqUv,avg角色_AvgRole_C.csv,188,AvgRole,Character Name,,赫伯特,Herbert,Герберт,Herbert,ハーバート,허버트,Herbert,Herbert,Herbert,เฮอร์เบิร์ต,Herbert,Hepat
AvgRole_1180_Tittle,aqUx,avg角色_AvgRole_C.csv,188,AvgRole,Character Title,,雕塑家协会会长,President of the Sculptors' Association,Председатель Союза скульпторов,Presidente de la asociación de escultores,彫刻家協会会長,조각가 협회 회장,Président de l'association des sculpteurs,Präsident der Bildhauer,Presidente da Associação dos Escultores,ประธานสมาคมรูปปั้น,Ketua Para Pematung,Chủ tịch Hội Điêu khắc gia
AvgRole_1181_RoleName,aqUy,avg角色_AvgRole_C.csv,189,AvgRole,Character Name,,诃勒特,Czort,Чорт,Czort,コレット,코르트,Czort,Czort,Czort,ชอร์ท,Czort,Czort
AvgRole_1181_Tittle,aqUA,avg角色_AvgRole_C.csv,189,AvgRole,Character Title,,代理院长,Acting Dean,И.о. декана,Decano Interino,代理学長,대리 학장,Doyen par intérim,Stellvertretender Dekan,Diretor Interino,คณบดีรักษาการ,Dekan Sementara,Viện trưởng tạm quyền
AvgRole_1182_RoleName,aqUB,avg角色_AvgRole_C.csv,190,AvgRole,Character Name,,德克斯特,Dexter,Декстер,Dexter,デクスター,덱스터,Dexter,Dexter,Dexter,เดกซ์เตอร์,Dekster,Đắc-tơ
AvgRole_1182_Tittle,aqUD,avg角色_AvgRole_C.csv,190,AvgRole,Character Title,,勋爵,Noble,Дворянин,Noble,勲爵,로드,Noble,Edel,Nobre,ขุนนาง,Mulia,Quý tộc
AvgRole_1183_RoleName,aqUE,avg角色_AvgRole_C.csv,191,AvgRole,Character Name,,威廉,William,Уильям,William,ウィリアム,윌리엄,William,William,William,วิลเลียม,Wilhelm,Vilịêm
AvgRole_1183_Tittle,aqUG,avg角色_AvgRole_C.csv,191,AvgRole,Character Title,,资深调查员,Senior Investigator,Опытный следователь,Investigador veterano,ベテラン調査員,베테랑 조사원,Enquêteur senior,Erfahrener Ermittler,Investigador Veterano,นักสืบอาวุโส,Penyelidik Senior,Điều tra viên lão luyện
AvgRole_1184_RoleName,aqUH,avg角色_AvgRole_C.csv,192,AvgRole,Character Name,,融蚀女学生,Dissoluted Girl,Студент с растворением,Estudiante Corroída,融食した女子生徒,융식된 여학생,Étudiante érodée,Schmelz-Schülerin,Estudante Corroída,นักเรียนหญิงที่ถูกการหลอมกร่อน,Siswi yang terkena Pelarutan,Học sinh nữ bị rỗng rỗng
AvgRole_1185_RoleName,aqUK,avg角色_AvgRole_C.csv,193,AvgRole,Character Name,,拉蒙娜,Ramona,Рамона,Ramona,ラモナ,라모나,Ramona,Ramona,Ramona,ราโมนา,Ramona,Ramona
AvgRole_1186_RoleName,aqUN,avg角色_AvgRole_C.csv,194,AvgRole,Character Name,,莎拉,Sarah,Сара,Sarah,サラ,사라,Sarah,Sarah,Sarah,Sarah,Sarah,Sarah
AvgRole_1186_Tittle,aqUP,avg角色_AvgRole_C.csv,194,AvgRole,Character Title,,济贫院管理员,Workhouse Administrator,Управляющий приюта для бедных,Administrador del asilo,貧民院管理者,빈민원 관리인,Gestionnaire de l'orphelinat,Waisenhausverwalter,Administrador do asilo,ผู้ดูแลบ้านสงเคราะห์คนยากไร้,Pengurus Panti Sosial,Quản lý nhà tế bần
AvgRole_1187_RoleName,aqUQ,avg角色_AvgRole_C.csv,195,AvgRole,Character Name,,罗杰斯,Rogers,Роджерс,Rogers,ロジャース,로저스,Rogers,Rogers,Rogers,โรเจอร์ส,Rogers,Rogers
AvgRole_1187_Tittle,aqUS,avg角色_AvgRole_C.csv,195,AvgRole,Character Title,,蜡像师,Wax Sculptor,Восковой мастер,Escultor de cera,ワックス像師,밀랍상 조각가,Sculpteur de cire,Wachskünstler,Escultor de cera,ช่างทำหุ่นขี้ผึ้ง,Patung lilin,Nghệ nhân bình tượng nến
AvgRole_1188_RoleName,aqUT,avg角色_AvgRole_C.csv,196,AvgRole,Character Name,,戴安娜,Diana,Диана,Diana,ダイアナ,다이애나,Diana,Diana,Diana,ไดอาน่า,Diana,Đai Ana
AvgRole_1188_Tittle,aqUV,avg角色_AvgRole_C.csv,196,AvgRole,Character Title,,济贫院护工,Workhouse Caretaker,Медсестра из дома для бедных,Cuidador del asilo,貧民院の看護師,빈민원 간병인,Aide-soignant de l'orphelinat,Waisenhausbetreuer,Cuidador do asilo,พนักงานดูแลในสถานสงเคราะห์,Pekerja di panti asuhan,Nhân viên chăm sóc tại trại tế bần
AvgRole_1189_RoleName,aqUW,avg角色_AvgRole_C.csv,197,AvgRole,Character Name,,克莱门汀,Clementine,Клементин,Clementine,クレメンティン,클레멘타인,Clémentine,Clementine,Clementine,คลีเมนไทน์,Klementin,Clementine
AvgRole_1189_Tittle,aqUY,avg角色_AvgRole_C.csv,197,AvgRole,Character Title,,心理医生,Doctor,Психиатр,Psicólogo,心理医,심리치료사,Psychologue,Psychologe,Psicólogo,หมอจิตวิทยา,Dokter Psikolog,Bác sĩ tâm lý
AvgRole_1189_Sign,aqUX,avg角色_AvgRole_C.csv,197,AvgRole,Signature (Communicator),,我愿与你，共同开启一段心灵之旅。,I wish to embark on a spiritual journey with you.,Я хочу вместе с тобой включить путешествие души.,#N/A,私はあなたと共に、心の旅を開始することを願っています。,"당신과 함께, 마음의 여정을 떠나고 싶어요.",#N/A,#N/A,#N/A,ฉันยินดีที่จะเริ่มต้นการเดินทางของจิตใจร่วมกับคุณค่ะ,"Saya ingin bersamamu, memulai perjalanan batin.",Tôi nguyện cùng bạn mở ra một hành trình tâm hồn.
AvgRole_1190_RoleName,aqUZ,avg角色_AvgRole_C.csv,198,AvgRole,Character Name,,克莱门汀,Clementine,Клементин,Clementine,クレメンティン,클레멘타인,Clémentine,Clementine,Clementine,คลีเมนไทน์,Klementin,Clementine
AvgRole_1191_RoleName,aqVc,avg角色_AvgRole_C.csv,199,AvgRole,Character Name,,乔治,George,Джордж,George,ジョージ,조지,George,George,George,จอร์จ,George,Gióocgiơ
AvgRole_1191_Tittle,aqVe,avg角色_AvgRole_C.csv,199,AvgRole,Character Title,,小蜡像,Wax Sculpture,Маленькая восковая фигура,Pequeña estatua de cera,小ワックス像,작은 밀랍상,Petite statue de cire,Kleine Wachsfigur,Pequena estátua de cera,หุ่นขี้ผึ้ง,Patung lilin kecil,Bình tượng nến nhỏ
AvgRole_1192_RoleName,aqVf,avg角色_AvgRole_C.csv,200,AvgRole,Character Name,,罗杰斯,Rogers,Роджерс,Rogers,ロジャース,로저스,Rogers,Rogers,Rogers,โรเจอร์ส,Rogers,Rogers
AvgRole_1192_Tittle,aqVh,avg角色_AvgRole_C.csv,200,AvgRole,Character Title,,蜡像师,Wax Sculptor,Восковой мастер,Escultor de cera,ワックス像師,밀랍상 조각가,Sculpteur de cire,Wachskünstler,Escultor de cera,ช่างทำหุ่นขี้ผึ้ง,Patung lilin,Nghệ nhân bình tượng nến
AvgRole_1193_RoleName,aqVi,avg角色_AvgRole_C.csv,201,AvgRole,Character Name,,罗杰斯,Rogers,Роджерс,Rogers,ロジャース,로저스,Rogers,Rogers,Rogers,โรเจอร์ส,Rogers,Rogers
AvgRole_1193_Tittle,aqVk,avg角色_AvgRole_C.csv,201,AvgRole,Character Title,,蜡像师,Wax Sculptor,Восковой мастер,Escultor de cera,ワックス像師,밀랍상 조각가,Sculpteur de cire,Wachskünstler,Escultor de cera,ช่างทำหุ่นขี้ผึ้ง,Patung lilin,Nghệ nhân bình tượng nến
AvgRole_1194_RoleName,aqVl,avg角色_AvgRole_C.csv,202,AvgRole,Character Name,,「蜡像」,"""Wax Sculpture""",《восковая фигура》,「Estatua de Cera」,「ワックス像」,「밀랍상」,「Statue de cire」,「Wachsfigur」,「Estátua de Cera」,「หุ่นขี้ผึ้ง」,「Patung lilin」,「bình tượng nến」
AvgRole_1195_RoleName,aqVo,avg角色_AvgRole_C.csv,203,AvgRole,Character Name,,阿尔比诺,Albino,Альбинос,Albino,アルビノ,알비노,Albinos,Albino,Albino,อัลบิโน,Albino,Arubino
AvgRole_1196_RoleName,aqVr,avg角色_AvgRole_C.csv,204,AvgRole,Character Name,,布朗,Brown,Коричневый,Marrón,ブロウン,브라운,Marron,Braun,Marrom,สีน้ำตาล,Cokelat,Nâu
AvgRole_1196_Tittle,aqVt,avg角色_AvgRole_C.csv,204,AvgRole,Character Title,,小老鼠,Little Mouse,Мышка,Ratón,ネズミ,작은 쥐,Petite souris,Kleine Maus,Rato,หนูน้อย,Tikus kecil,Chuột nhỏ
AvgRole_1197_RoleName,aqVu,avg角色_AvgRole_C.csv,205,AvgRole,Character Name,,弗朗西斯,Francis,Фрэнсис,Francis,フランシス,프랜시스,Francis,Francis,Francis,ฟรานซิส,Fransiskus,Phrăng-xi
AvgRole_1198_RoleName,aqVx,avg角色_AvgRole_C.csv,206,AvgRole,Character Name,,弗朗西斯,Francis,Фрэнсис,Francis,フランシス,프랜시스,Francis,Francis,Francis,ฟรานซิส,Fransiskus,Phrăng-xi
AvgRole_1199_RoleName,aqVA,avg角色_AvgRole_C.csv,207,AvgRole,Character Name,,墨菲,Murphy,Мерфи,Murphy,マーフィー,머피,Murphy,Murphy,Murphy,เมอร์ฟี่,Murphy,Murphy
AvgRole_1199_Sign,aqVB,avg角色_AvgRole_C.csv,207,AvgRole,Signature (Communicator),,接受各种下午茶邀约，无小蛋糕免谈。,"Accept various afternoon tea invitations; no cupcakes, no deal.","Готов принять приглашение на чай, но только с маленькими тортиками.","Aceptar todas las invitaciones a la hora del té, sin pastelitos no hay trato",様々なアフタヌーンティの招待を受け入れるが、小さなケーキがないと話にならない。,"애프터눈 티 초대는 받지만, 케이크가 없다면 사양할게.","Accepter toutes les invitations au thé de l'après-midi, sans petits gâteaux, pas de discussion","Einladungen zum Nachmittagstee annehmen, ohne kleine Kuchen geht nichts","Aceitar convites para chá da tarde, sem bolinhos, sem acordo",รับคำเชิญน้ำชาตอนบ่ายทุกประเภท ถ้าไม่มีเค้กชิ้นเล็ก ก็คงไม่ต้องพูดถึงแล้ว,"Menerima berbagai undangan untuk minum teh sore hari, tanpa kue kecil tidak akan dipertimbangkan.","Chấp nhận các lời mời trà chiều, không có bánh ngọt nhỏ thì không chấp nhận."
AvgRole_1200_RoleName,aqVD,avg角色_AvgRole_C.csv,208,AvgRole,Character Name,,伯特兰,Bertrand,Бертран,Bertrand,ベルトラン,베르트랑,: Bertrand,Bertrand,Bertrand,แบร์ทรานด์,Bertrand,Bertrand (Bertrand)
AvgRole_1200_Tittle,aqVF,avg角色_AvgRole_C.csv,208,AvgRole,Character Title,,上校,Colonel,Полковник,Coronel,しゃちょう,대령,Colonel,Oberst,Coronel,พันเอก,Kolonel,Thượng tá
AvgRole_1201_RoleName,aqVG,avg角色_AvgRole_C.csv,209,AvgRole,Character Name,,埃尔顿,Elton,Элтон,Elton,エルトン,엘튼,Elton,Elton,Elton,เอลตัน,Elton,Êlton
AvgRole_1201_Tittle,aqVI,avg角色_AvgRole_C.csv,209,AvgRole,Character Title,,船长,Captain,Капитан,Capitán,船長,선장,Capitaine,Kapitän,Capitão,กัปตัน,Kapten,Thuyền trưởng
AvgRole_1202_RoleName,aqVJ,avg角色_AvgRole_C.csv,210,AvgRole,Character Name,,童年罗杰斯,Rogers in Childhood,Детство Роджерса,Infancia de Rogers,こども時代ロジャース,어린 시절의 로저스,Rogers d'enfance,Kindheits-Rogers,Rogers da infância,โรเจอร์สตอนเด็ก,Masa Kecil Rogers,Rogers thời thơ ấu
AvgRole_1203_RoleName,aqVM,avg角色_AvgRole_C.csv,211,AvgRole,Character Name,,小麦克,Little Mac,Майкл,Xiaomike,小麦ク,꼬마 마이크,Xiaomike,Kleiner Mike,Xiao Mike,ไมค์น้อย,Mikro,Tiểu Mike
AvgRole_1203_Tittle,aqVO,avg角色_AvgRole_C.csv,211,AvgRole,Character Title,,济贫院孤儿,Orphan of the Workhouse,Сироты из дома для бедных,Huérfano del asilo,貧民院の孤児,빈민원 고아,Orphelin de l'orphelinat,Waisenhauswaise,Órfão do asilo,เด็กกำพร้าจากสถานสงเคราะห์,Anak yatim dari panti asuhan,Trẻ mồ côi trong trại tế bần
AvgRole_1204_RoleName,aqVP,avg角色_AvgRole_C.csv,212,AvgRole,Character Name,,雕塑家协会NPC,Sculptors' Association NPC,Союз скульпторов НПС,NPC de los escultores,彫刻家協会NPCキャラクター,조각가 협회 NPC,Membre de l'association des sculpteurs,Die Bildhauer NPC,NPC da Associação dos Escultores,สมาคมนักประติมากรรม NPC,Para Pematung NPC,Hiệp hội Điêu khắc gia NPC
AvgRole_1205_RoleName,aqVS,avg角色_AvgRole_C.csv,213,AvgRole,Character Name,,审查会成员,Committee Members,Члены комиссии по рассмотрению,Miembro del comité,審査会メンバー,심사회 구성원,Membre du comité de censure,Mitglied des Ausschusses,Membro do Comitê de Censura,คณะกรรมตรวจสอบ,Anggota Komite,Ủy viên hội nghị thẩm tra
AvgRole_1206_RoleName,aqVV,avg角色_AvgRole_C.csv,214,AvgRole,Character Name,,库姆,Koom,Кум,Kum,クム,쿰,Koum,Kum,Kum,คูม,Khum,Cũm
AvgRole_1207_RoleName,aqVY,avg角色_AvgRole_C.csv,215,AvgRole,Character Name,,丽莎,Lisa,Лиза,Lisa,リサ,리사,Lisa,Lisa,Lisa,ลิซ่า,Lisa,Lý Sa
AvgRole_1207_Tittle,aqWa,avg角色_AvgRole_C.csv,215,AvgRole,Character Title,,拉伊小镇居民,Residents of Rye Town,Житель Лайского городка,Habitantes del pueblo de Lai,らいちょうせんの住民,라이 마을 주민,Habitants de Lai,Bewohner der Stadt Lai,Moradores da cidade de Lai,ชาวลาอี,Penduduk Kota Lai,Người dân ở thị trấn Ray
AvgRole_1208_RoleName,aqWb,avg角色_AvgRole_C.csv,216,AvgRole,Character Name,,丽莎母亲,Lisa's Mother,Лиза мать,Madre de Lisa,リサの母親,리사의 어머니,Mère de Lisa,Lisas Mutter,Mãe da Lisa,แม่ของลิซ่า,Lisa (Ibu),Mẹ của Lisa
AvgRole_1208_Tittle,aqWd,avg角色_AvgRole_C.csv,216,AvgRole,Character Title,,拉伊小镇居民,Residents of Rye Town,Житель Лайского городка,Habitantes del pueblo de Lai,らいちょうせんの住民,라이 마을 주민,Habitants de Lai,Bewohner der Stadt Lai,Moradores da cidade de Lai,ชาวลาอี,Penduduk Kota Lai,Người dân ở thị trấn Ray
AvgRole_1209_RoleName,aqWe,avg角色_AvgRole_C.csv,217,AvgRole,Character Name,,？？？,???,#N/A,#N/A,#N/A,???,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
AvgRole_1210_RoleName,aqWh,avg角色_AvgRole_C.csv,218,AvgRole,Character Name,,少女,Maiden,Девушка,Chica,少女,소녀,Jeune fille,Mädchen,Garota,สาวน้อย,Gadis Muda,Cô gái
AvgRole_1211_RoleName,aqWk,avg角色_AvgRole_C.csv,219,AvgRole,Character Name,,？？？,???,#N/A,#N/A,#N/A,???,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
AvgRole_1212_RoleName,aqWn,avg角色_AvgRole_C.csv,220,AvgRole,Character Name,,居民,Resident,Житель,Residente,住民,주민,Habitant,Bewohner,Residente,ผู้อยู่อาศัย,Penduduk,Cư dân
AvgRole_1213_RoleName,aqWq,avg角色_AvgRole_C.csv,221,AvgRole,Character Name,,？？？（男）,??? (Male),??? (муж.),¿¿¿(hombre),？？？(男),???(남),??? (homme),???（männlich）,???（masculino）,??? (Male),??? (laki-laki),???（nam）
